PlateNumber,Position,PlatePosition,Well,Nitrogen,Strain,Treatment_rep,area,greenness,Date,Hour,Date.merge,PlatexWell,StartingSize
20,1_4,plate2,c06,High,Inoculated,Rep10,6773,0.333208786,11,13,11.54166667,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,13603.5,0.329349066,11,20,11.83333333,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10236.5,0.332147703,11,20,11.83333333,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,13922,0.333711938,11,20,11.83333333,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,11431,0.331529496,11,20,11.83333333,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,7427.5,0.33249392,11,20,11.83333333,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,6906,0.335704858,11,20,11.83333333,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,16762,0.327091738,11,20,11.83333333,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,5057,0.325422675,11,20,11.83333333,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8431,0.323901299,11,20,11.83333333,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,6230,0.322896594,11,20,11.83333333,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,4025.5,0.32758234,11,20,11.83333333,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,9639,0.340331227,11,20,11.83333333,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,7287,0.333381912,11,20,11.83333333,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,15170.5,0.3406001,11,20,11.83333333,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,8715,0.316278816,11,20,11.83333333,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,3888,0.325354421,11,20,11.83333333,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,7635,0.327302729,11,20,11.83333333,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,9181,0.327197798,11,20,11.83333333,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3494.5,0.325314814,11,20,11.83333333,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,5505,0.32739999,11,20,11.83333333,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,5775.5,0.31834509,11,20,11.83333333,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,5843.5,0.322573534,11,20,11.83333333,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,7157,0.323016109,11,20,11.83333333,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,10267,0.341659399,11,20,11.83333333,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,10693,0.330889011,11,20,11.83333333,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,5031,0.32813346,11,20,11.83333333,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,6063,0.326983686,11,20,11.83333333,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2490.5,0.327473949,11,20,11.83333333,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,6719.5,0.329229535,11,20,11.83333333,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,9384.5,0.328169541,11,20,11.83333333,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2499,0.302426128,11,20,11.83333333,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,6369,0.320491256,11,20,11.83333333,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,4049.5,0.313615915,11,20,11.83333333,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,7374,0.324921398,11,20,11.83333333,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,3559,0.329322171,11,20,11.83333333,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,5367,0.330910689,11,20,11.83333333,20 a06,2.8025
20,1_4,plate2,c03,High,Sterile,Rep10,3693,0.313106949,11,20,11.83333333,20 c03,3.469
20,1_4,plate2,c06,High,Inoculated,Rep10,6960,0.332227138,11,20,11.83333333,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,13464,0.329018496,12,6,12.25,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10461.5,0.33301899,12,6,12.25,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,13781,0.332803359,12,6,12.25,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,11384.5,0.331993782,12,6,12.25,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,7553,0.332840138,12,6,12.25,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,7165,0.334961375,12,6,12.25,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,16847,0.327009379,12,6,12.25,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,5202.5,0.325042766,12,6,12.25,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8770,0.323578269,12,6,12.25,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,6383.5,0.322717834,12,6,12.25,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,4134,0.328305585,12,6,12.25,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,9832,0.33898499,12,6,12.25,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,7496,0.334092959,12,6,12.25,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,15130,0.339538592,12,6,12.25,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,9014,0.315862583,12,6,12.25,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,3866,0.324873325,12,6,12.25,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,7557.5,0.327763983,12,6,12.25,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,9465,0.326356688,12,6,12.25,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3433.5,0.325135396,12,6,12.25,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,5553.5,0.3272694,12,6,12.25,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,6165.5,0.317307345,12,6,12.25,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,6127.5,0.322893733,12,6,12.25,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,7283.5,0.322743412,12,6,12.25,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,10310,0.340647086,12,6,12.25,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,10754,0.329753082,12,6,12.25,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,4993,0.327530314,12,6,12.25,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,5974.5,0.324715055,12,6,12.25,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2581.5,0.326677771,12,6,12.25,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,7104.5,0.327712321,12,6,12.25,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,9841,0.325970278,12,6,12.25,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2575,0.301396368,12,6,12.25,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,6402,0.319802204,12,6,12.25,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,4022,0.313096938,12,6,12.25,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,7448.5,0.324539665,12,6,12.25,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,3549,0.328970193,12,6,12.25,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,5327.5,0.331632526,12,6,12.25,20 a06,2.8025
20,1_4,plate2,c03,High,Sterile,Rep10,3649,0.313473141,12,6,12.25,20 c03,3.469
20,1_4,plate2,c06,High,Inoculated,Rep10,7366.5,0.328428878,12,6,12.25,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,13410.5,0.328788236,12,13,12.54166667,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10085,0.332271303,12,13,12.54166667,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,13843.5,0.333165639,12,13,12.54166667,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,11260,0.33174168,12,13,12.54166667,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,7660.5,0.333139038,12,13,12.54166667,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,7313,0.336973266,12,13,12.54166667,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,17286,0.327989879,12,13,12.54166667,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,5327.5,0.326150183,12,13,12.54166667,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8318,0.323243528,12,13,12.54166667,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,6208.5,0.321882434,12,13,12.54166667,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,4158,0.326496414,12,13,12.54166667,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,9562.5,0.338645291,12,13,12.54166667,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,7456,0.332793221,12,13,12.54166667,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,15250,0.34027123,12,13,12.54166667,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,9171.5,0.315489849,12,13,12.54166667,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,3904,0.324981349,12,13,12.54166667,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,7690.5,0.327542986,12,13,12.54166667,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,9622.5,0.326381193,12,13,12.54166667,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3450.5,0.324423574,12,13,12.54166667,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,5591.5,0.326300123,12,13,12.54166667,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,6339,0.317483656,12,13,12.54166667,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,6379,0.321515241,12,13,12.54166667,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,7257,0.322994691,12,13,12.54166667,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,10228.5,0.341397432,12,13,12.54166667,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,10433.5,0.330992275,12,13,12.54166667,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,4986,0.328413405,12,13,12.54166667,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,5800.5,0.324764898,12,13,12.54166667,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2481,0.325821496,12,13,12.54166667,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,6604,0.327662757,12,13,12.54166667,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,9462,0.325839304,12,13,12.54166667,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2517.5,0.300301458,12,13,12.54166667,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,6614,0.319058376,12,13,12.54166667,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,4003.5,0.312545082,12,13,12.54166667,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,7913.5,0.323022948,12,13,12.54166667,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,3556,0.32903657,12,13,12.54166667,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,5253,0.331537913,12,13,12.54166667,20 a06,2.8025
20,1_4,plate2,c03,High,Sterile,Rep10,3591,0.311968228,12,13,12.54166667,20 c03,3.469
20,1_4,plate2,c06,High,Inoculated,Rep10,7224.5,0.32837878,12,13,12.54166667,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,13927.5,0.329408661,12,20,12.83333333,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10295,0.331922673,12,20,12.83333333,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,14848,0.333548233,12,20,12.83333333,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,11719,0.332115807,12,20,12.83333333,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,7413.5,0.332421072,12,20,12.83333333,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,7142,0.337084654,12,20,12.83333333,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,17321,0.329581532,12,20,12.83333333,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,5172,0.327261808,12,20,12.83333333,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8590,0.324237296,12,20,12.83333333,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,6175.5,0.322163631,12,20,12.83333333,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,4375.5,0.328236008,12,20,12.83333333,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,9924,0.339616439,12,20,12.83333333,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,7671,0.333344105,12,20,12.83333333,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,15911.5,0.340368477,12,20,12.83333333,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,9398.5,0.315366554,12,20,12.83333333,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,4051.5,0.325519755,12,20,12.83333333,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,7860.5,0.325884882,12,20,12.83333333,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,9821.5,0.326853827,12,20,12.83333333,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3573,0.324974888,12,20,12.83333333,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,5717.5,0.326474946,12,20,12.83333333,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,6539,0.317185932,12,20,12.83333333,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,6537.5,0.322095778,12,20,12.83333333,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,7311,0.323395296,12,20,12.83333333,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,10124,0.340852819,12,20,12.83333333,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,10439.5,0.330988474,12,20,12.83333333,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,4960.5,0.328153324,12,20,12.83333333,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,5748.5,0.325200005,12,20,12.83333333,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2454,0.325932149,12,20,12.83333333,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,6704.5,0.326824133,12,20,12.83333333,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,9693.5,0.326421372,12,20,12.83333333,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2573.5,0.29973682,12,20,12.83333333,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,6462.5,0.318431977,12,20,12.83333333,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,4046.5,0.312894102,12,20,12.83333333,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,7784,0.323036624,12,20,12.83333333,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,3515.5,0.328322854,12,20,12.83333333,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,5365,0.330513558,12,20,12.83333333,20 a06,2.8025
20,1_4,plate2,c03,High,Sterile,Rep10,3557,0.311138079,12,20,12.83333333,20 c03,3.469
20,1_4,plate2,c06,High,Inoculated,Rep10,7398.5,0.328678667,12,20,12.83333333,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,13516,0.329221061,13,6,13.25,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10264.5,0.331502085,13,6,13.25,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,14277,0.333129615,13,6,13.25,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,9737.5,0.332765225,13,6,13.25,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,7685,0.331728757,13,6,13.25,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,7416.5,0.335190476,13,6,13.25,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,17832,0.32882712,13,6,13.25,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,5358.5,0.325643002,13,6,13.25,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8727.5,0.323920064,13,6,13.25,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,6235.5,0.321157567,13,6,13.25,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,4382.5,0.328196982,13,6,13.25,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,10274.5,0.337688795,13,6,13.25,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,8125.5,0.333671367,13,6,13.25,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,15924.5,0.339671384,13,6,13.25,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,9716.5,0.315652211,13,6,13.25,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,4049,0.324461042,13,6,13.25,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,7708,0.326117424,13,6,13.25,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,9583.5,0.326156748,13,6,13.25,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3460,0.324687587,13,6,13.25,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,6021,0.326979968,13,6,13.25,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,7412.5,0.316740306,13,6,13.25,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,7246.5,0.32196016,13,6,13.25,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,7328,0.322869556,13,6,13.25,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,10604,0.339763528,13,6,13.25,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,10526.5,0.329696948,13,6,13.25,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,5111,0.327883348,13,6,13.25,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,5847,0.323949298,13,6,13.25,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2451,0.325795567,13,6,13.25,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,6541,0.325636703,13,6,13.25,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,9620.5,0.325800456,13,6,13.25,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2544,0.298491986,13,6,13.25,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,6921.5,0.317989419,13,6,13.25,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,4006.5,0.311632441,13,6,13.25,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,8296.5,0.323134105,13,6,13.25,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,3532.5,0.328227889,13,6,13.25,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,5410.5,0.33097198,13,6,13.25,20 a06,2.8025
20,1_4,plate2,c03,High,Sterile,Rep10,3571,0.312022829,13,6,13.25,20 c03,3.469
20,1_4,plate2,c06,High,Inoculated,Rep10,7400,0.329224028,13,6,13.25,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,14011,0.328271222,13,13,13.54166667,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10274,0.328681003,13,13,13.54166667,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,14738,0.332072202,13,13,13.54166667,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,12082,0.331650499,13,13,13.54166667,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,7437,0.331140089,13,13,13.54166667,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,7307.5,0.335859261,13,13,13.54166667,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,17658,0.329744981,13,13,13.54166667,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,5315,0.32669733,13,13,13.54166667,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8680.5,0.324634021,13,13,13.54166667,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,6042,0.320728991,13,13,13.54166667,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,4511,0.327756946,13,13,13.54166667,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,10570.5,0.338309904,13,13,13.54166667,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,8148.5,0.332356335,13,13,13.54166667,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,15963.5,0.340749347,13,13,13.54166667,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,9652.5,0.315364027,13,13,13.54166667,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,4087,0.32637389,13,13,13.54166667,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,7978.5,0.32654514,13,13,13.54166667,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,9852.5,0.325714363,13,13,13.54166667,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3561.5,0.323933924,13,13,13.54166667,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,5906,0.326502134,13,13,13.54166667,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,7555.5,0.317237302,13,13,13.54166667,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,7128,0.322578468,13,13,13.54166667,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,7343,0.322820297,13,13,13.54166667,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,10804,0.339615015,13,13,13.54166667,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,10913.5,0.330549485,13,13,13.54166667,17 b03,7.257
17,1_1,plate1,c06,High,Sterile,Rep7,5281,0.327092223,13,13,13.54166667,17 c06,3.307
17,1_1,plate1,d03,High,Inoculated,Rep7,6006,0.324010006,13,13,13.54166667,17 d03,3.235
18,1_2,plate2,a05,Low,Sterile,Rep8,2455.5,0.326127107,13,13,13.54166667,18 a05,1.311
18,1_2,plate2,b02,Low,Inoculated,Rep8,6134.5,0.325807453,13,13,13.54166667,18 b02,3.9645
18,1_2,plate2,c05,High,Sterile,Rep8,9824.5,0.326244018,13,13,13.54166667,18 c05,5.2575
18,1_2,plate2,d02,High,Inoculated,Rep8,2502.5,0.298189985,13,13,13.54166667,18 d02,3.174
19,1_3,plate1,b01,Low,Inoculated,Rep9,6802.5,0.31681041,13,13,13.54166667,19 b01,4.302
19,1_3,plate1,c04,High,Sterile,Rep9,3970.5,0.310869921,13,13,13.54166667,19 c04,3.82
19,1_3,plate1,d01,High,Inoculated,Rep9,8211.5,0.32271797,13,13,13.54166667,19 d01,3.178
20,1_4,plate2,a03,Low,Sterile,Rep10,3529,0.329132684,13,13,13.54166667,20 a03,1.998
20,1_4,plate2,a06,Low,Inoculated,Rep10,5486.5,0.33106772,13,13,13.54166667,20 a06,2.8025
20,1_4,plate2,c03,High,Sterile,Rep10,3467.5,0.309947007,13,13,13.54166667,20 c03,3.469
20,1_4,plate2,c06,High,Inoculated,Rep10,7504.5,0.329622459,13,13,13.54166667,20 c06,2.855
11,0_0,plate1,a03,Low,Inoculated,Rep1,13755.5,0.329724069,13,20,13.83333333,11 a03,10.951
11,0_0,plate1,b06,Low,Sterile,Rep1,10064.5,0.32716422,13,20,13.83333333,11 b06,10.0705
11,0_0,plate1,c03,High,Inoculated,Rep1,14388.5,0.333148058,13,20,13.83333333,11 c03,11.1525
11,0_0,plate1,d06,High,Sterile,Rep1,11829.5,0.331943149,13,20,13.83333333,11 d06,8.689
12,0_1,plate2,a02,Low,Inoculated,Rep2,7614.5,0.330261678,13,20,13.83333333,12 a02,4.5135
12,0_1,plate2,b05,Low,Sterile,Rep2,7219.5,0.335360777,13,20,13.83333333,12 b05,4.6965
12,0_1,plate2,c02,High,Inoculated,Rep2,18239.5,0.329146638,13,20,13.83333333,12 c02,7.288
12,0_1,plate2,d05,High,Sterile,Rep2,5298,0.327162122,13,20,13.83333333,12 d05,3.33
13,0_2,plate1,a01,Low,Inoculated,Rep3,8477,0.324494195,13,20,13.83333333,13 a01,1.1995
13,0_2,plate1,b04,Low,Sterile,Rep3,5888.5,0.320383098,13,20,13.83333333,13 b04,3.659
13,0_2,plate1,c01,High,Inoculated,Rep3,4349.5,0.327613854,13,20,13.83333333,13 c01,2.129
13,0_2,plate1,d04,High,Sterile,Rep3,10130,0.337660451,13,20,13.83333333,13 d04,7.088
14,0_3,plate2,b03,Low,Sterile,Rep4,8177,0.332588788,13,20,13.83333333,14 b03,4.4945
14,0_3,plate2,b06,Low,Inoculated,Rep4,15719,0.340470953,13,20,13.83333333,14 b06,7.924
14,0_3,plate2,d03,High,Sterile,Rep4,9622.5,0.315740616,13,20,13.83333333,14 d03,6.0155
14,0_3,plate2,d06,High,Inoculated,Rep4,4059,0.327129747,13,20,13.83333333,14 d06,2.286
15,0_4,plate1,b05,Low,Inoculated,Rep5,7743.5,0.326156205,13,20,13.83333333,15 b05,4.2635
15,0_4,plate1,d02,High,Sterile,Rep5,9977.5,0.32553993,13,20,13.83333333,15 d02,6.5655
15,0_4,plate1,d05,High,Inoculated,Rep5,3458.5,0.323189284,13,20,13.83333333,15 d05,3.3525
16,1_0,plate2,b01,Low,Sterile,Rep6,6134.5,0.326259256,13,20,13.83333333,16 b01,3.226
16,1_0,plate2,b04,Low,Inoculated,Rep6,7822,0.317009166,13,20,13.83333333,16 b04,3.408
16,1_0,plate2,d01,High,Sterile,Rep6,7369.5,0.321493201,13,20,13.83333333,16 d01,2.8885
16,1_0,plate2,d04,High,Inoculated,Rep6,7508,0.324146756,13,20,13.83333333,16 d04,5.4685
17,1_1,plate1,a06,Low,Sterile,Rep7,10938,0.340315733,13,20,13.83333333,17 a06,6.957
17,1_1,plate1,b03,Low,Inoculated,Rep7,10825.5,0.33077742,13,20,13.83333333,17 b03,7.257
